Product ID;Image URLs (x,y,z...);Name *;Kategoria;index #;Price tax included;discount percent;discount from; discount to;tax rule;Quantity;Active (0/1);description;tax rule
68;https://sbmstore.pl//environment/cache/images/380_380_productGfx_6914/JAN-WALCZUK-SBM-STORE-3.jpg,https://sbmstore.pl//userdata/public/gfx/6914/JAN-WALCZUK-SBM-STORE-3.jpg,https://sbmstore.pl//userdata/public/gfx/6915/JAN-WALCZUK-SBM-STORE-2.jpg;WALCZUK BOX; Muzyka, Preorder;demo_68;129,99 zł;0;20.12.2022;20.01.2023;1;111;"DATA PREMIERY: 27.01.2023
PLANOWANA DATA DOSTAWY: 26.01.2023
 
<głos Michaela Buffera> WALCZUK BOX! Punktem wyjścia przy tym preorderze było skierowanie składu boxa dla najwierniejszych fanów. Wszystko, co w nim znajdziecie, czyli:

Jan Walczuk Deluxe z autografem,
bonus CD,
czapka z daszkiem (zajebista),
arkusz wlepek,
list od Janusza wraz z ekskluzywną rozmową przeprowadzoną przez Sworo,
kartonowy Janusz (serio).

 
 
Janusz Walczuk nazywa się Jan Walczuk. I od teraz to on jest Waszym nowym idolem. Za nami blisko dwa lata od premiery debiutanckiej płyty Jana, ówczesnego Janusza. Od tej pory zmieniło się wszystko, a przede wszystkim on sam. Drugi długogrający album Janusza Walczuka “JAN WALCZUK” ukaże się już 27 stycznia. 
Yah00 w wieku 13 lat nagrał swój pierwszy utwór w NOBOCOTO Studio. Już wtedy wiedział, co chce osiągnąć i jak to zrobić. I nie, nie jest to ckliwa historia chłopaka z żoliborskich bloków. To opowieść o konsekwencji, niekwestionowanym sukcesie, miłości - tej do muzyki, jak i tej, którą znalazł na swej drodze. To też w końcu opowieść o otrzymanym wsparciu, braciach, pysze, hajsie i zazie - po prostu o życiu. 
Najbardziej zależy mu na muzyce, bo na niej zna się najlepiej i to jej zawdzięcza grono najwierniejszych fanów. Swoją osobowością i twórczością od początku wzbudzał skrajne emocje, i opinie - obok najwierniejszych fanów, poznał równie wiernych hejterów. JAN WALCZUK to koalescencja dotychczasowych doświadczeń, jako artysta, a więc osoba publiczna, z prywatnymi wydarzeniami i odczuciami, jakie wiążą się z tym statusem. Poznajcie zatem dwie strony medalu.
Album jest efektem wielomiesięcznej pracy nad muzyką, jak i samym sobą. Usłyszycie na nim szereg polskich artystów i artystek. Towarzyszy temu inne, bardziej różnorodne podejście do współpracy z autorami muzyki. Mimo wielości stylów i bitów na każdym numerze znajdziemy indywidualną cząstkę Janusza, jego sznyt i ego. To płyta dopracowana w każdym detalu, stworzona z czystej potrzeby uzewnętrznienia się 24-latka, który jak mało kto doświadczył wzlotów i upadków kształtujących osobowość. Stworzona dla wszystkich i każdego z osobna.
 
Premiera 27.01.2023
Autorem zdjęcia okładkowego jest Oskar Szdzuij, a za oprawę graficzną odpowiada Małgorzata Pawińska
 
Art Direction / 3D : Gonia Pawińska @gonia_ognia
Photographer: Oskar Szdzuj @oskarszdzuj
Photographer's Assistant: Tomasz Sagan @tomsagan
Make-up Artist: Zosia Tadeusz @zofiatad
Costume Stylist: Linda Golińska @lindagolinska
Postproduction: Przemekysław Brzoskowski // parabolaposproduction @pbrzoskowski";1;1
69;https://sbmstore.pl//environment/cache/images/380_380_productGfx_6917/JAN-WALCZUK-SBM-STORE-5.jpg,https://sbmstore.pl//userdata/public/gfx/6917/JAN-WALCZUK-SBM-STORE-5.jpg,https://sbmstore.pl//userdata/public/gfx/6916/JAN-WALCZUK-SBM-STORE-4.jpg;Janusz Walczuk - Jan Walczuk (deluxe) ; Muzyka, Preorder;demo_69;49,99 zł;0;20.12.2022;20.01.2023;1;708;" 
DATA PREMIERY: 27.01.2023
PLANOWANA DATA DOSTAWY: 26.01.2023
Drugi długogrający album Janusza Walczuka JAN WALCZUK w wersji Deluxe zawiera Super Jewel Box zawierający dwie płyty: wydanie deluxe płyty oraz bonus CD z dodatkową muzyką. A dodatkowo wlepki, a każdy egzemplarz będzie osobiście podpisany przez artystę. 
Janusz Walczuk nazywa się Jan Walczuk. I od teraz to on jest Waszym nowym idolem. Za nami blisko dwa lata od premiery debiutanckiej płyty Jana, ówczesnego Janusza. Od tej pory zmieniło się wszystko, a przede wszystkim on sam. Drugi długogrający album Janusza Walczuka “JAN WALCZUK” ukaże się już 27 stycznia.
Yah00 w wieku 13 lat nagrał swój pierwszy utwór w NOBOCOTO Studio. Już wtedy wiedział, co chce osiągnąć i jak to zrobić. I nie, nie jest to ckliwa historia chłopaka z żoliborskich bloków. To opowieść o konsekwencji, niekwestionowanym sukcesie, miłości - tej do muzyki, jak i tej, którą znalazł na swej drodze. To też w końcu opowieść o otrzymanym wsparciu, braciach, pysze, hajsie i zazie - po prostu o życiu.
Najbardziej zależy mu na muzyce, bo na niej zna się najlepiej i to jej zawdzięcza grono najwierniejszych fanów. Swoją osobowością i twórczością od początku wzbudzał skrajne emocje, i opinie - obok najwierniejszych fanów, poznał równie wiernych hejterów. JAN WALCZUK to koalescencja dotychczasowych doświadczeń, jako artysta, a więc osoba publiczna, z prywatnymi wydarzeniami i odczuciami, jakie wiążą się z tym statusem. Poznajcie zatem dwie strony medalu.
Album jest efektem wielomiesięcznej pracy nad muzyką, jak i samym sobą. Usłyszycie na nim szereg polskich artystów i artystek. Towarzyszy temu inne, bardziej różnorodne podejście do współpracy z autorami muzyki. Mimo wielości stylów i bitów na każdym numerze znajdziemy indywidualną cząstkę Janusza, jego sznyt i ego. To płyta dopracowana w każdym detalu, stworzona z czystej potrzeby uzewnętrznienia się 24-latka, który jak mało kto doświadczył wzlotów i upadków kształtujących osobowość. Stworzona dla wszystkich i każdego z osobna.
Premiera 27.01.2023
Autorem zdjęcia okładkowego jest Oskar Szdzuij, a za oprawę graficzną odpowiada Małgorzata Pawińska
 
Art Direction / 3D : Gonia Pawińska @gonia_ognia 
Photographer: Oskar Szdzuj @oskarszdzuj 
Photographer's Assistant: Tomasz Sagan @tomsagan 
Make-up Artist: Zosia Tadeusz @zofiatad 
Costume Stylist: Linda Golińska @lindagolinska 
Postproduction: Przemekysław Brzoskowski // parabolaposproduction @pbrzoskowski";1;1
70;https://sbmstore.pl//environment/cache/images/380_380_productGfx_6909/CD.jpg,https://sbmstore.pl//userdata/public/gfx/6909/CD.jpg,https://sbmstore.pl//userdata/public/gfx/6908/7.-WLEPKI.jpg;Beteo - ''Palma na blokach'' (deluxe); Muzyka, Beteo;demo_70;59,99 zł;0;20.12.2022;20.01.2023;1;653;"Beteo wraca po dwóch latach od premiery ostatniego albumu z „Palmą na blokach”, najlepszym projektem, jaki dotychczas udało mu się stworzyć. Wersja deluxe płyty została rozszerzona o dodatkowe utwory, ale o tym w dzień premiery - już 30 września! Słyszymy się na bloku.
 
Projekt okładki: Stasiek Zieliński ";1;1
71;https://sbmstore.pl//environment/cache/images/380_380_productGfx_6720/STORE-OKLADKA.jpg,https://sbmstore.pl//userdata/public/gfx/6720/STORE-OKLADKA.jpg,https://sbmstore.pl//userdata/public/gfx/6722/STORE-PRODUKT.jpg;Mata - Młody Matczak (2LP Deluxe); Muzyka, Mata;demo_71;179,99 zł;0;20.12.2022;20.01.2023;1;509;Limitowane wydanie albumu “Młody Matczak” to winylowa wersja pokrytego poczwórną platyną najnowszego wydawnictwa Maty. Składają się na niego dwie błękitne winylowe płyty – barwa zgodna z identyfikacją graficzną znaną z wersji CD – oraz wyjątkowa poligrafia wykorzystująca niepublikowane nigdy wcześniej zdjęcia. Nakład wynosi równe 3333 egzemplarze, a produkcja wydania nigdy nie zostanie wznowiona.Autorem zdjęcia okładkowego jest Piotr Pytel.Za poligrafię odpowiedzialny jest Tomek Kudlak.;1;1
72;https://sbmstore.pl//environment/cache/images/380_380_productGfx_6840/0-front.jpg,https://sbmstore.pl//userdata/public/gfx/6840/0-front.jpg,https://sbmstore.pl//userdata/public/gfx/6849/1-cd-copy.jpg;White 2115 - Pretty Boy (standard); Muzyka, White 2115;demo_72;44,99 zł;0;20.12.2022;20.01.2023;1;974;"Dzięki swoim trzem solowym płytom White 2115 zdecydowanie zasłużył na miano króla wakacji. Teraz jako Pretty Boy powraca po blisko dwóch latach od ostatniej części Rockstara, aby ponownie nadać brzmienie nadchodzącemu latu.
 Zdjęcie okładkowe: Paweł MiśkoArtwork: Tomek Kudlak
 ";1;1
73;https://sbmstore.pl//environment/cache/images/380_380_productGfx_6804/1080-front.jpg;Kinny Zimmer - ''LETNISKO'' (standard); Muzyka, Kinny Zimmer;demo_73;44,99 zł;0;20.12.2022;20.01.2023;1;463;"Po sukcesie ""Rozmazanej kreski"" oraz tygodniowym pobycie w ""Hotelu Maffija 2"", Kinny Zimmer prezentuje swój debiutancki album pt. ""LETNISKO"". Młody harcerz znany m.in. ze swojego kapelusza oraz fioletowej chusty powraca w nowej odsłonie, która idealnie wpisuje się w klimat nadchodzącego lata. Spędźcie je razem z nami w ""LETNISKU"".
 
TRACKLISTA:
 

Lato cały rok 
Jazda 
200 osób w kawalerce 
Zegarek ze Szwajcarii 
Rozmazana kreska 
Bierny420
Benz-Dealer ft. Quebonafide 
Dziecko
Jadę nocą na Mazurach 2 ft. Szpaku 
WCHJ
Jezioro ft. White 2115
Ostre koło ft. Jonasz z Badyru 
Jestem kwiatkiem 
FURIA47 ft. OKI 
Letnisko Main Theme 
";1;1
74;https://sbmstore.pl//environment/cache/images/380_380_productGfx_6739/vinyl-bedi.jpg,https://sbmstore.pl//userdata/public/gfx/6739/vinyl-bedi.jpg,https://sbmstore.pl//userdata/public/gfx/6740/plyta-pod-swiatlo.jpg,https://sbmstore.pl//userdata/public/gfx/6742/przod.jpg,https://sbmstore.pl//userdata/public/gfx/6743/srodek.jpg,https://sbmstore.pl//userdata/public/gfx/6741/plyta-tyl.jpg;Bedoes & Lanek - Rewolucja Romantyczna (2LP); Muzyka, Bedoes;demo_74;119,99 zł;0;20.12.2022;20.01.2023;1;87;"Rewolucja Romantyczna” Bedoesa i Lanka ma już rok. Rocznicę świętujemy limitowanym, winylowym wydaniem utrzymanym w kolorystyce albumu. Drugi wspólny album Bedoesa i Lanka powstawał z dala od zgiełku i blichtru, w murach niewieścińskiego pałacu, gdzie obaj nabrali dystansu do otaczającego ich świata i zrozumieli go z innej perspektywy. Posłuchajcie tej podwójnie platynowej płyty na nowo!
 ";1;1
75;https://sbmstore.pl//environment/cache/images/380_380_productGfx_6140/FUKAJ_digital_cover_800x800.png,https://sbmstore.pl//userdata/public/gfx/6140/FUKAJ_digital_cover_800x800.png,https://sbmstore.pl//userdata/public/gfx/6142/FUKAJ_cd_box_mockup_2.png;Fukaj & Kubi Producent - Chaos (standard); Muzyka, Fukaj;demo_75;44,99 zł;14;20.12.2022;20.01.2023;1;438;"DATA PREMIERY: 09.06.2021
PRZEWIDYWANA DATA DOSTAWY: 08.06.2021
Fukaj jest bohaterem jednej z najszybciej rozwijających się karier w historii polskiej sceny rapowej. W ciągu zaledwie kilku miesięcy zwykły chłopak ze szczecińskich Gumieniec znalazł się w orbicie zainteresowania najpopularniejszych artystów i największych wytwórni, a jego ksywka elektryzuje słuchaczy jak kraj długi i szeroki. Swój debiutancki album “CHAOS”, który ukaże się pod szyldem SBM Label, stworzył we współpracy z Kubim Producentem. Ich dzieło, choć tytuł na to nie wskazuje, jest uporządkowane od początku do końca. 
Cechą charakterystyczną chaosu jest to, że zawsze wyłania się z niego nowy, przeważnie lepszy świat. Wiedzieli o tym już starożytni Grecy i wie o tym także Fukaj, który własny chaos ma już za sobą, a wyniesione z niego przeżycia i doświadczenia uporządkował, a następnie zawarł w czternastu utworach debiutanckiego, opartego na koncepcie albumu. “CHAOS” przedstawia życiową i moralną przemianę głównego bohatera zainicjowaną przez trudne wydarzenie z nieodległej przeszłości. Do jej pełnego zrozumienia niezbędne jest przejście przez trzy etapy, które wyznaczają utwory znajdujące się na początku (“Oto jest dzień”), w środku (“Wstań i zaśnij”) oraz na końcu (“Dom Diabła”) albumu. Bohaterowi w przemianie towarzyszy tajemnicza kobieta, której głos ma zdecydowany wpływ na podejmowane przez niego decyzje, jednak jej rola pozostaje nieznana. Choć wędrówka bohatera dobiega końca, w jego głowie dalej kłębią się wątpliwości. Czy to, co powstało z tytułowego chaosu, jest dobre? Czym w ogóle jest dobro, a czym zło? Na to pytanie każdy musi znaleźć swoją odpowiedź.
Jedynym autorem muzyki jest Kubi Producent - jeden z najpopularniejszych polskich producentów, który mimo młodego wieku ma już na swoim koncie albumy stworzone w duetach z czołowymi postaciami rapowej sceny. Współpracował także z przedstawicielami innych gatunków muzycznych. Album współtworzony z Fukajem jest kolejnym dowodem na to, że Kubi to jeden z najbardziej wszechstronnych producentów w branży, a jego biegłość w kreowaniu eklektycznego i jednocześnie spójnego brzmienia rośnie z każdym projektem.
Wydanie preorderowe, oprócz albumu Fukaja i Kubiego Producenta “CHAOS” zawiera także film dokumentujący proces powstawania płyty. Autorem wydania fizycznego jest uznany polski projektant Mateusz Machalski. Premiera płyty zaplanowana jest na 9 czerwca. 
Tracklista:
1. chaos (intro)
2. oto jest dzień
3. nominacja
4. ogród
5. zatapiamy się feat. Vito Bambino 
6. Północ
7. Wstań i Zaśnij
8. Marvin Gaye
9. Tańczę nim zasnę (co-prod. Charlie Moncler)
10. Światła Miasta
11. Bar Mleczny
12. BÓL 
13. DOM DIABŁA
14. ZIEMIA OBIECANA




";1;1
76;https://sbmstore.pl//environment/cache/images/380_380_productGfx_6700/kacperczyk_front.jpg,https://sbmstore.pl//userdata/public/gfx/6700/kacperczyk_front.jpg,https://sbmstore.pl//userdata/public/gfx/6702/front_mockup-2-copy.jpg;Kacperczyk - Kryzys Wieku Wczesnego (standard); Muzyka, Kacperczyk;demo_76;44,99 zł;0;20.12.2022;20.01.2023;1;700;"Choć ""Kryzys Wieku Wczesnego"" to druga długogrająca płyta braci Kacperczyk, chłopaki podeszli do niej jak do debiutanckiego krążka i po raz pierwszy pozwolili swoim słuchaczom zajrzeć za kurtynę i odkryć towarzyszące autorom nadzieje oraz obawy. Ukończenie studiów, wyprowadzka od rodziców, wyjście naprzeciw nieznanej przyszłości - wszystkie te czynniki sprawiły, że bracia na własnej skórze odczuli tytułowy kryzys. Swoje piętno odcisnął na nich również covidowy lockdown, który dodatkowo spotęgował uczucie tęsknoty za tym, co było oraz lęku przed tym, co nadejdzie. Bardzo często kryzys jest momentem przełomowym i nie inaczej było w tym przypadku.
 
""Kryzys Wieku Wczesnego"" to płyta o znalezieniu szczęścia oraz spokoju po trudnym okresie, który zakwestionował, wydawałoby się, poukładany do tej pory świat. Pokazuje również, że życie jest po prostu OK, a upadki spowodowane rozczarowaniami, używkami czy nawet brakiem planu dnia są naturalnymi poprzednikami oraz następcami tych najlepszych chwil.
 
""Po wielu nieudanych podejściach, napisaliśmy tę płytę w rok. Przez chwilę już sami nie widzieliśmy, kim jesteśmy, bo w końcu wcale nie tak łatwo muzykom alternatywnym odnaleźć się w rapowej wytwórni. Z czasem znaleźliśmy dla siebie miejsce w tym wszystkim i nagraliśmy szczerą płytę. Obcowanie z artystami z SBM sprawiło, że na tym krążku postawiliśmy mocny nacisk na tekst utworów."" - tak o swojej płycie piszą jej autorzy.
 
Bracia Kacperczyk to niezmiennie samowystarczalny duet - za warstwę liryczną utworów odpowiada Maciek, podczas gdy Paweł zajmuje się ich produkcją i to właśnie fakt, że wspierają się na każdym kroku, czyni owoc ich współpracy wyjątkowym. Na ich drugim krążku znajdziemy gościnne zwrotki Julii Pośnik, Julii Wieniawy, Janusz Walczuka, CatchUpa i Hodaka.
 
Autorem zdjęcia okładkowego jest Karolina Wojtas.
Za poligrafię odpowiedzialny jest Tomek Kudlak
Album trafi na półki sklepowe już 26 listopada.
 
TRACKLISTA:

Kryzys Wieku Wczesnego
Artysta z ASP
Cyrk feat. Hodak
ANYWAY2005 (skit)
Brejdaki
Ludzie piękni feat. CatchUp, Janusz Walczuk
WARSAWDAY2013 (skit)
Znudziło mi się
Sebiksy feat. Julia Wieniawa
Długi
Ptaki (skit)
Niebieskie ptaki feat. Julia Pośnik
Nie wiem, co jest dobre, a co złe
Po co się smucić

";1;1
77;https://sbmstore.pl//environment/cache/images/380_380_productGfx_6747/sklep.jpg;SB Maffija - Hotel Maffija 2 (wersja standard); Muzyka, SB Maffija;demo_77;44,99 zł;0;20.12.2022;20.01.2023;1;666;"Standardowa wersja albumu ""Hotel Maffija 2"".Tracklista:

Parapetówa
Za karę
Agrest i bez
co to za bluza lanek?
Doba hotelowa
Droga Pani
Zielona szkoła
Śniadanie w hotelu
WROOBEL DAJ TO GŁOŚNIEJ
Bania u Solara HiT
Chodzę po Luwrze
Prometazyna
Łyk i buch
Baśnie braci Kacperczyk
Pancerz
Do zobaczenia
Postanowienia noworoczne
Szansa na sukces
Lawenda
Wiatr wielkich zmian
";1;1
78;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5850/Okladla_regular_3k_Easy-Resize.com.jpg;Bedoes & Lanek - Rewolucja Romantyczna (standard); Muzyka,Bedoes & Lanek - Rewolucja Romantyczna (standard);demo_78;44,99 zł;0;20.12.2022;20.01.2023;1;36;Z dala od zgiełku i blichtru, w murach niewieścińskiego pałacu Bedoes i Lanek nabrali dystansu do otaczającego ich świata i zrozumieli go z innej perspektywy. W nowej opowieści nie ma już baśniowych elementów. Rzeczywistość przytłacza jak nigdy wcześniej, euforia i rozpacz idą ze sobą w parze, a osiągnięte sukcesy napawają równie mocno radością, co lękiem. W skąpym świetle ulicy, gdzie wrogowie czają się na każdym kroku, można ufać tylko najbliższym przyjaciołom, których lojalność jest teraz szczególnie ważna. W podzielonym społeczeństwie wzbiera wściekłość i tylko stanowcza reakcja może powstrzymać jego postępujący upadek. Narastający bunt musi znaleźć ujście, ale nienawiść i zło trzeba zwyciężyć miłością. Stary ład kończy się na naszych oczach, a przyszłość jest w rękach tych, którzy wezmą odpowiedzialność za los pokolenia. Przyszedł czas na rewolucję.;1;1
79;https://sbmstore.pl//environment/cache/images/380_380_productGfx_6562/cd_regular.jpg;Adi Nowak - Ognisko Niedomowe (Standard); Muzyka,Adi Nowak - Ognisko Niedomowe (Standard);demo_79;44,99 zł;0;20.12.2022;20.01.2023;1;410;"1. KAKTUS 2. MOVIE RODZICOM, ŻE DZIŚ U KUMPELI ŚPI ft. Marie 3. PASSE ft. Czesław Śpiewa 4. TEDX ft. KęKę 5. GUPIA MAUPA ft. Diho 6. BRAVO 7. boyo skit łan ft. Piotr Reiss 8. BOYO 9. boyo skit tu ft. Piotr Reiss 10. PARTY U CHEERLEADEREK ft. White 2115 & Białas 11. WIEM CO ĆPIEM ft. Mestosław & Koza 12. PAPIEROSES 13. SŁÓJ NA PETY 14. KHALIFA 15. ŻULE W TAXI ft. Food Emperor & Donguralesko 16. HESTIA ft. White 2115 17. ING & YOUNG ft. Kuqe 2115 & Dianka 18. CHO DO WUJA 19. ZCNM ft. Janusz Walczuk & Sara Forte 20. ROXA ft. Wini 21. PROSZĘ WRÓĆ ;( 22. PAPA WIN! ft. Solar
Na płycie gościnnie udzielili się: Białas, Czesław Śpiewa, DGE, Dianka, Diho, Janusz Walczuk, Koza, Kuqe 2115, Kękę, Marie, Mestosław, Piotr Reiss, Sara Forte, Solar, The Food Emperor, White 2115, Wini.
 ";1;1
80;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5144/750x750_product_media_46001-47000_Towar_45232_117404.jpg;Adi Nowak - Vafle Ryżowe; Muzyka, Adi Nowak;demo_80;34,99 zł;0;20.12.2022;20.01.2023;1;166;"Zero. Nie czytasz.Siedem. Idziesz do szkoły. Trenujesz gałę. RównolegleTrochę słabsi rówieśnicy dają Ci odczuć, że jesteś w tym trochę dobry.Nie wiesz jeszcze co to ego. Ale rośnie.I Ty. Dorastasz trochę. Lubisz gałę.Gimbcia. Zły kolega pokazuje Ci jointa. Brat mu pokazał.Jaracie w piwnicy. BK duża, aż dynia boli.Co z tego? Nie wiesz. Co, gdyby nie? Też. Po co wiedzieć?Twój trener. Pewnie by gardził. Jest hardy.Pro jak żaden Ci znany. Dobry. Pedagog też. Ułożył Ci w głowie, co trzeba było. I w porę.Respekciuch dożywotni. Jeździł bajkiem. Wszędzie. Wzgląd na porę dnia? Roku? Brak.Dziwne. Ciekawe. Imponujące.Joinciuchy nadal. Wiadomo, że gimbcia, to też dupy. Niby jedna. Ale nie. Elo.LO.Fotki. Fejsy. Telefony. Atencja. Oj pusto. Rozumiesz? Co, że nie?Szukasz? Nie. Znajdujesz? Nie. Kogo? Czego? Kogo bardziej. Ale nie.Kaszlesz. Psikasz. Chory na życie. Zdradzasz. Chcesz lata. Cienia. Rzucać? Być?Rzucać. Chłód.Wszystko, co wadzi. Dużo tego. Teraz bardziej czego.Ego down.Chory? To herba. Z cytryną. Z gały nici.Masz hajs? Kwas. A barki? Pijesz? Nie? Bierzesz na nie robę.Nie lubisz, a masz. Rodzice? Nie lubisz, a masz.Nie kumasz, a pato.Bijcie się ciszej. Prośbunia. Rejestruję tu.Trochę czasu. Kraul. Procent. Pato nie mniejsze.Większe.Walczysz? Idziesz z torbami. Torby expa. Empty kejda.Przyjaciel przekima. Karmi chwilę. Znajdujesz szcześcian. Robota.Telemarketaketa. Jakoś trzymasz.Się.Pełna epa. Puszczasz. Zbierasz. Poznajesz.Poznany buli. Ty robisz. Pory dnia. Roku. Mijają.Hibernujesz.Się Tobie. Dużo. Hajs. Wafle. Wydaje.Wafle to wafle. Na. Łogi. Wyki. Pakmana.Lekkość. Ja. Kruchość. Wafle.Wafle. To Ludzie.U.Wiosna. W końcu. Dobra, wstaję_
Track lista:
01. Ole / prod. En2ak02. Wielokropek / prod. En2ak03. Bajk / prod. En2ak04. Tinder (skit) / prod. AIST05. Kalesony / prod. kornel barwiński, Karol Szczygieł, klarnet: Kamil Leszczyński06. Miód i czosnek / prod. Lema07. Zielone migdały / prod. Moo Latte08. Mieszanka studencka (skit) / prod. AIST09. Porcelana / prod. En2ak10. Plaża na podłodze / prod. Lux Familiar11. Despoto mój / prod. Cry in Spanish / En2ak12. Chrzan (skit) / prod. AIST13. Sen Intro. / prod. Drumlinaz14. Vafle Ryżowe / prod. AIST15. Elon mózg / prod. AIST";1;1
81;https://sbmstore.pl//environment/cache/images/380_380_productGfx_90/HELLBOY_1500x1500-550x650.png;ADM - Hellboy - CD; Muzyka,ADM - Hellboy - CD;demo_81;29,99 zł;0;20.12.2022;20.01.2023;1;412;"SB Maffija Label
prezentuje długo oczekiwany album ADM-a ""Hellboy"".
Na płycie znajduje się
18 starannie wyselekcjonowanych tracków, które „napisało” szalone życie
Mateusza Adamowicza.
- Płyta miała wyjść
dawno temu, jednak różnie to w życiu bywa, tym bardziej w życiu połączony z
moim trybem egzystencji. Melanże, zawirowania, szpitale - zrobiły swoje. Na
szczęście wszystko jest już dopięte na ostatni guzik i wypuszczamy ten album.
Dziękuje tym, którzy na to czekają i mnie wspierają wiadomościami oraz podczas
rozmów. Jestem szczęśliwy z samego faktu ukazania się mojego albumu - lepiej
późno niż wcale! Wielokrotne obsuwy nie były wyrazem braku szacunku do
słuchaczy, tylko efektem poważnych zawirowań. Usłyszycie o nich na płycie,
ponieważ są kawałkiem mojego życia. Taki już jestem ja i moja muzyka. Myślę, że
podczas odsłuchu nie będziecie się nudzić – komentuje ADM.
Gościnnie Solar,
Białas, Bałagane, Malik Montana, King Tomb, Leh, Harry , Rose oraz wokalistki
Natalia Sumpor. 

Tracklista:
01. Intro (prod. Got
Barss)02. Głodny przeżyć
(prod. Got Barss)03. Cały ja feat. Bałagane, Malik Montana (prod. High
Tower/Olek)04. Anioły i demony
(prod. Adamo)05. Chcę się zniszczyć
feat. King TomB (prod. Fryta Beatz06. Zostawiłem (prod. Got Barss)07. Hellboy (prod. Lanek)08. Moja dupa (prod.
Fryta Beatz)09. Witaj u mnie
(prod. Johnny Beats)10. Młodość (prod.
Deemz)11. Wszystko w mojej
głowie ft. Harry (prod. Cubson Beatz)12. Serce feat. Leh (prod. Got Barss)13. Każdy (prod. PiNe)14. Podpalam lont
(prod. Lanek)15. Hold Me ft. Natalia Sumpor (prod. Risk Zero)16. Modlitwa ft. Rose
(prod. Fryta Beatz)17. Na fali feat. Solar/Białas (prod. BL Beatz)18. Zaraz freestyle
(prod. Got Barss)
";1;1
82;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5822/Screenshot_2020-10-19-BEDOES_ASMZ_digipack_POPRAWKA-pdf.png,https://sbmstore.pl//userdata/public/gfx/5822/Screenshot_2020-10-19-BEDOES_ASMZ_digipack_POPRAWKA-pdf.png,https://sbmstore.pl//userdata/public/gfx/5820/Screenshot_2020-10-19-BEDOES_ASMZ_digipack_POPRAWKA-pdf-2.png;Bedoes & Kubi Producent - Aby śmierć miała znaczenie (Reedycja); Muzyka, Bedoes;demo_82;44,99 zł;0;20.12.2022;20.01.2023;1;189;"Bedoes & Kubi Producent - Aby śmierć miała znaczenie (reedycja)
Wersja 1CD
""Aby śmierć miała znaczenie"" to długogrający, legalny debiut Bedoesa, który szturmem wdarł się na rodzimą scenę. Za muzykę odpowiada jeden z najlepszych producentów młodego pokolenia - Kubi Producent. Na krążek składa się 14 autorskich tracków. Na płycie gościnnie udzielili się: Solar, Białas, ReTo, Beteo oraz reprezentanci ekipy 2115: White & Kuqe. Płyta ukaże się 17 lutego, nakładem SB Maffija Label. 
- Ta płyta powstała po to ""Aby Śmierć Miała Znaczenie"". Moja, Kubiego, każdego kto brał udział przy tym projekcie. Ta płyta to historia, którą tworzymy. Każdy tworzy swoją własną. Nasza rozpoczęła się osiemnaście, szesnaście, dwadzieścia lat temu - zapamiętajcie te słowa. To dopiero początek tego co zrobimy z tą sceną. 2115, SB Maffija - tak opisuje genezę swojego debiutu Bedoes. 
- Kiedy miałem 13 lat marzeniem było dla mnie skomponować dla kogoś utwór. Dziś mam 16 i produkuję całą płytę jako współtwórca albumu. Moje marzenia z czasem przerodziły się w rzeczywistość. Album ""Aby Śmierć Miała Znaczenie"" LP to dla mnie najlepsza rzecz jaką zrobiłem w swoim życiu pod względem muzycznym. Włożyłem w to całe swoje serce i 100 % możliwości. Nie przespane noce towarzyszące mi podczas tworzenia tej płyty na pewno pozostaną mi w pamięci na dobre - dodaje Kubi Producent. 
Szczegółowa tracklista: 
CD1: Bedoes & Kubi Producent - Aby śmierć miała znaczenie (LP)
01. Łk 1, 46-5502. NFZ03. Biały i Młody04. Hymn feat. Solar, Białas05. Napad06. Raz ft. Beteo (co-prod. Apriljoke)07. Gang, gang, gang08. Aby Śmierć Miała Znaczenie09. Kolega brata rapera10. Jon Snow ft. White (co-prod. Sapi)11. Papito ft. Kuqe12. Typie ft. ReTo13. C'est la vie14. Anioły";1;1
